,Isolate,Medium,plateID,Condition,Location_growth,Location_ATP,Growth,Oxygen_growth,ATP,Oxygen_ATP
324,Aspergillus_oryzae_NRRL_3483,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.92814990273777,411.42621382608013,1000.0,431.55840535266236
325,Aspergillus_oryzae_NRRL_5589,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.92814990273776,412.57234932010863,1000.0,431.5584053526626
326,Aspergillus_oryzae_NRRL_3488,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.92814990273776,412.5723493201084,1000.0,431.5584053526626
327,Aspergillus_oryzae_NRRL_5592,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.92814990273776,412.5723493201084,1000.0,431.5584053526617
328,Aspergillus_oryzae_NRRL_35890,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.95886575437712,412.6056676695008,1000.0,431.5584053526617
329,Aspergillus_oryzae_NRRL_471,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.92814990273776,412.5723493201084,1000.0,431.5584053526617
330,Pan_oryzae,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,45.00268105290537,159.48807029070292,1000.0,175.9090909090909
331,template,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
332,Aspergillus_oryzae_RIB40_CAoGD,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
333,Aspergillus_oryzae_NRRL_2217,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,36.814929482741164,1000.0,1000.0,188.93409275834009
334,Aspergillus_oryzae_NRRL_3483,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
335,Aspergillus_oryzae_NRRL_5589,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,36.71247681542743,1000.0,1000.0,1000.0
336,Aspergillus_oryzae_NRRL_3488,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,0.0,0.0,0.0,666.6666666666667
337,Aspergillus_oryzae_NRRL_5592,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,0.0,0.0,0.0,666.6666666666667
338,Aspergillus_oryzae_NRRL_35890,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,36.73629179990618,1000.0,1000.0,677.1630051532422
339,Aspergillus_oryzae_NRRL_471,myo_Inositol,PM01,myo_Inositol-PM01,Extracellular,Extracellular,0.0,0.0,0.0,666.6666666666667
340,Pan_oryzae,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,45.002681052905295,149.36598560642224,1000.0,175.9090909090909
341,template,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,32.89917742975866,284.32879402331844,1000.0,184.2857142857143
342,Aspergillus_oryzae_RIB40_CAoGD,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,33.291209023410666,283.82338172159484,1000.0,184.2857142857143
343,Aspergillus_oryzae_NRRL_2217,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.95886575437685,411.17735410334706,1000.0,184.2857142857143
344,Aspergillus_oryzae_NRRL_3483,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.92814990273753,510.41696052637354,1000.0,184.2857142857143
345,Aspergillus_oryzae_NRRL_5589,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.92814990273777,470.4336670118313,1000.0,184.2857142857143
346,Aspergillus_oryzae_NRRL_3488,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.92814990273752,470.433667011831,1000.0,184.2857142857143
347,Aspergillus_oryzae_NRRL_5592,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.928149902737765,470.4336670118314,1000.0,184.2857142857143
348,Aspergillus_oryzae_NRRL_35890,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.95886575437682,470.46914838667067,1000.0,184.2857142857143
349,Aspergillus_oryzae_NRRL_471,D_Galactose,PM01,D_Galactose-PM01,Extracellular,Extracellular,42.92814990273776,470.4336670118312,1000.0,184.2857142857143
350,Pan_oryzae,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,46.20016361394234,0.0,1000.0,181.40625
351,template,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,32.99843268268629,702.238568308198,1000.0,181.40625
352,Aspergillus_oryzae_RIB40_CAoGD,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,33.39284750533585,668.3268476540163,1000.0,181.40625
353,Aspergillus_oryzae_NRRL_2217,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.09049882321248,705.7782858371847,1000.0,181.40625
354,Aspergillus_oryzae_NRRL_3483,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.059594513989026,705.7560140907752,1000.0,181.40625
355,Aspergillus_oryzae_NRRL_5589,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.059594513989175,706.3823688180838,1000.0,181.40625
356,Aspergillus_oryzae_NRRL_3488,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.059594513989175,706.3823688180838,1000.0,181.40625
357,Aspergillus_oryzae_NRRL_5592,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.059594513989204,709.1479489005205,1000.0,184.28571428571433
358,Aspergillus_oryzae_NRRL_35890,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.090498823212556,708.8281272291455,1000.0,181.40625
359,Aspergillus_oryzae_NRRL_471,Sucrose,PM01,Sucrose-PM01,Extracellular,Extracellular,43.0595945139892,706.4359263498854,1000.0,181.40625
360,Pan_oryzae,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,46.20016361394247,0.0,1000.0,0.0
361,template,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,32.89917742975856,586.0122204809907,1000.0,0.0
362,Aspergillus_oryzae_RIB40_CAoGD,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,33.291209023410744,537.174446916299,1000.0,0.0
363,Aspergillus_oryzae_NRRL_2217,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,43.090498823212535,523.1668158914451,1000.0,0.0
364,Aspergillus_oryzae_NRRL_3483,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,42.92814990273778,526.8722284441644,1000.0,0.0
365,Aspergillus_oryzae_NRRL_5589,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,43.05959451398923,526.7552776590285,1000.0,0.0
366,Aspergillus_oryzae_NRRL_3488,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,42.928149902737786,533.6948590509583,1000.0,0.0
367,Aspergillus_oryzae_NRRL_5592,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,42.92814990273781,528.146458521719,1000.0,0.0
368,Aspergillus_oryzae_NRRL_35890,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,43.090498823212556,528.2529049249895,1000.0,0.0
369,Aspergillus_oryzae_NRRL_471,g_Cyclodextrin,PM02A,g_Cyclodextrin-PM02A,Extracellular,Extracellular,42.92814990273781,528.1464585217188,1000.0,0.0
370,Pan_oryzae,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,46.200163613942486,545.7959914752626,1000.0,161.54167246417137
371,template,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,32.998432682686335,907.6210304236085,1000.0,149.59412446849635
372,Aspergillus_oryzae_RIB40_CAoGD,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,33.39284750533598,888.21879247525,1000.0,149.59412446849635
373,Aspergillus_oryzae_NRRL_2217,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.09049882321263,1000.0,1000.0,149.59412446849635
374,Aspergillus_oryzae_NRRL_3483,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.05959451398917,1000.0,1000.0,149.59412446849635
375,Aspergillus_oryzae_NRRL_5589,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.05959451398907,1000.0,1000.0,149.59412446849635
376,Aspergillus_oryzae_NRRL_3488,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.05959451398923,1000.0,1000.0,149.59412446849635
377,Aspergillus_oryzae_NRRL_5592,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.05959451398923,1000.0,1000.0,149.59412446849635
378,Aspergillus_oryzae_NRRL_35890,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.09049882321237,1000.0,1000.0,149.59412446849635
379,Aspergillus_oryzae_NRRL_471,L_Sorbose,PM02A,L_Sorbose-PM02A,Extracellular,Extracellular,43.05959451398921,1000.0,1000.0,149.59412446849635
380,Pan_oryzae,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,47.16423831353545,477.4959310891452,1000.0,276.42857142857144
381,template,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,33.083319811899784,335.66318740229224,1000.0,276.42857142857144
382,Aspergillus_oryzae_RIB40_CAoGD,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,33.41383885917039,336.05084398818036,1000.0,276.42857142857144
383,Aspergillus_oryzae_NRRL_2217,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.514868096783104,409.9209921024942,1000.0,276.42857142857144
384,Aspergillus_oryzae_NRRL_3483,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.35257613118433,409.8791256748276,1000.0,276.42857142857144
385,Aspergillus_oryzae_NRRL_5589,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.382562952923976,409.88686136955937,1000.0,276.42857142857144
386,Aspergillus_oryzae_NRRL_3488,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.2517589718042,640.2700024122178,1000.0,276.42857142857144
387,Aspergillus_oryzae_NRRL_5592,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.2517589718042,640.2700024122178,1000.0,276.42857142857144
388,Aspergillus_oryzae_NRRL_35890,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.41331262547852,635.3002163107191,1000.0,276.42857142857144
389,Aspergillus_oryzae_NRRL_471,Xanthine,PM03B,Xanthine-PM03B,Intracellular,Intracellular,44.25175897180413,985.4886015124373,1000.0,276.42857142857144
390,Pan_oryzae,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,36.462876612773684,605.5065201526419,1000.0,168.73773708306086
391,template,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
392,Aspergillus_oryzae_RIB40_CAoGD,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
393,Aspergillus_oryzae_NRRL_2217,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,26.376138040135007,1000.0,1000.0,175.9090909090909
394,Aspergillus_oryzae_NRRL_3483,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,26.3587682264261,1000.0,1000.0,175.9090909090909
395,Aspergillus_oryzae_NRRL_5589,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
396,Aspergillus_oryzae_NRRL_3488,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
397,Aspergillus_oryzae_NRRL_5592,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
398,Aspergillus_oryzae_NRRL_35890,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
399,Aspergillus_oryzae_NRRL_471,L_Proline,PM01,L_Proline-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
400,Pan_oryzae,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,56.65880073375955,647.3344402988049,1000.0,139.075227599425
401,template,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,41.62840578811083,519.1078498094986,1000.0,378.586956521739
402,Aspergillus_oryzae_RIB40_CAoGD,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,42.08654209468605,454.672729112026,1000.0,378.586956521739
403,Aspergillus_oryzae_NRRL_2217,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.982662726913375,420.8371370915685,1000.0,378.586956521739
404,Aspergillus_oryzae_NRRL_3483,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.94312616085698,420.795159544315,1000.0,378.586956521739
405,Aspergillus_oryzae_NRRL_5589,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.91423298544011,443.8910267327495,1000.0,378.586956521739
406,Aspergillus_oryzae_NRRL_3488,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.914232985440506,443.89102673273703,1000.0,378.586956521739
407,Aspergillus_oryzae_NRRL_5592,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.914232985440336,422.2155252677225,1000.0,378.586956521739
408,Aspergillus_oryzae_NRRL_35890,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.953726393815316,443.5459375059499,1000.0,378.586956521739
409,Aspergillus_oryzae_NRRL_471,D_Trehalose,PM01,D_Trehalose-PM01,Extracellular,Extracellular,52.914232985440336,422.2155252677225,1000.0,378.586956521739
410,Pan_oryzae,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,45.002681052905395,4.621529856131019,1000.0,166.81034482758622
411,template,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,32.89917742975845,667.7445183805025,1000.0,177.31075697211153
412,Aspergillus_oryzae_RIB40_CAoGD,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,33.29120902341072,668.363712194467,1000.0,186.2133891213389
413,Aspergillus_oryzae_NRRL_2217,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.958865754376966,764.3761275978522,1000.0,186.2133891213389
414,Aspergillus_oryzae_NRRL_3483,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.928149902737616,764.4267627469883,1000.0,186.2133891213389
415,Aspergillus_oryzae_NRRL_5589,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.928149902737616,764.4267627469883,1000.0,186.2133891213389
416,Aspergillus_oryzae_NRRL_3488,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.928149902737616,764.4267627469883,1000.0,186.2133891213389
417,Aspergillus_oryzae_NRRL_5592,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.928149902737765,762.5745014151739,1000.0,186.2133891213389
418,Aspergillus_oryzae_NRRL_35890,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.958865754377015,762.9182355935892,1000.0,186.2133891213389
419,Aspergillus_oryzae_NRRL_471,D_Mannose,PM01,D_Mannose-PM01,Extracellular,Extracellular,42.92814990273738,762.574501415175,1000.0,186.2133891213389
420,Pan_oryzae,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,44.36311715064781,1000.0,1000.0,322.5000000000001
421,template,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
422,Aspergillus_oryzae_RIB40_CAoGD,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
423,Aspergillus_oryzae_NRRL_2217,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,22.60110034445805,982.3355284406564,1000.0,460.1664684898931
424,Aspergillus_oryzae_NRRL_3483,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,0.0,500.0,0.0,0.0
425,Aspergillus_oryzae_NRRL_5589,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,22.58834556807528,929.9678535025431,1000.0,385.7615025444624
426,Aspergillus_oryzae_NRRL_3488,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,22.588345568075272,929.9678592856833,1000.0,530.3046273848422
427,Aspergillus_oryzae_NRRL_5592,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,0.0,500.0,0.0,0.0
428,Aspergillus_oryzae_NRRL_35890,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,22.601100344458022,937.8966010412142,1000.0,338.1553398058252
429,Aspergillus_oryzae_NRRL_471,b_Phenylethylamine,PM01,b_Phenylethylamine-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
430,Pan_oryzae,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,46.20016361394246,0.0,1000.0,276.42857142857144
431,template,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,32.89917742975841,1000.0,1000.0,552.8571428571429
432,Aspergillus_oryzae_RIB40_CAoGD,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,33.29120902341087,1000.0,1000.0,552.8571428571429
433,Aspergillus_oryzae_NRRL_2217,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,43.09049882321273,1000.0,1000.0,552.8571428571429
434,Aspergillus_oryzae_NRRL_3483,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,42.92814990273784,1000.0,1000.0,552.8571428571429
435,Aspergillus_oryzae_NRRL_5589,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,43.059594513989126,1000.0,1000.0,552.8571428571429
436,Aspergillus_oryzae_NRRL_3488,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,42.928149902737765,1000.0,1000.0,552.8571428571429
437,Aspergillus_oryzae_NRRL_5592,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,42.92814990273775,1000.0,1000.0,552.8571428571429
438,Aspergillus_oryzae_NRRL_35890,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,43.09049882321249,1000.0,1000.0,552.8571428571429
439,Aspergillus_oryzae_NRRL_471,Amygdalin,PM02A,Amygdalin-PM02A,Extracellular,Extracellular,42.92814990273792,1000.0,1000.0,552.8571428571429
440,Pan_oryzae,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,36.045513445333384,0.0,1000.0,0.0
441,template,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,16.878590830855693,379.3032179045484,1000.0,105.79551667577914
442,Aspergillus_oryzae_RIB40_CAoGD,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,17.131308399974685,384.6766713564186,1000.0,105.79551667577906
443,Aspergillus_oryzae_NRRL_2217,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.376138040135128,224.2767429005042,1000.0,105.79551667577906
444,Aspergillus_oryzae_NRRL_3483,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.35876822642619,219.82093911277377,1000.0,105.79551667577906
445,Aspergillus_oryzae_NRRL_5589,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.35876822642619,213.16530292712434,1000.0,105.79551667577906
446,Aspergillus_oryzae_NRRL_3488,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.35876822642619,213.16530292712417,1000.0,105.79551667577906
447,Aspergillus_oryzae_NRRL_5592,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.881766348826027,124.58225686309066,1000.0,105.79551667577906
448,Aspergillus_oryzae_NRRL_35890,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.376138040135174,51.26547981673775,1000.0,105.79551667577906
449,Aspergillus_oryzae_NRRL_471,4_Hydroxy_Benzoic_Acid,PM02A,4_Hydroxy_Benzoic_Acid-PM02A,Extracellular,Extracellular,26.358768226426214,23.8521919719102,1000.0,105.79551667577906
