reaction,n_strains,fraction,category,class
OtherAsp_R07819_Extracellular_Extracellular,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R07855,19,0.10160427807486631,shell,accessory
OtherAsp_R07859,136,0.7272727272727273,shell,accessory
OtherAsp_R07887,90,0.48128342245989303,shell,accessory
OtherAsp_R08090,18,0.0962566844919786,shell,accessory
OtherAsp_R08148,15,0.08021390374331551,shell,accessory
OtherAsp_R08159,185,0.9893048128342246,softcore,core
OtherAsp_R08220_Extracellular_Extracellular,10,0.053475935828877004,shell,accessory
OtherAsp_R08221,24,0.12834224598930483,shell,accessory
OtherAsp_R08244,2,0.0106951871657754,cloud,accessory
OtherAsp_R08255_Extracellular_Extracellular,10,0.053475935828877004,shell,accessory
OtherAsp_R08258_Extracellular_Extracellular,10,0.053475935828877004,shell,accessory
OtherAsp_R08390,187,1.0,strict_core,core
OtherAsp_R08391,187,1.0,strict_core,core
OtherAsp_R08392,187,1.0,strict_core,core
OtherAsp_R08517,15,0.08021390374331551,shell,accessory
OtherAsp_R08518,15,0.08021390374331551,shell,accessory
OtherAsp_R08599,21,0.11229946524064172,shell,accessory
OtherAsp_R08622_Peroxisome_Peroxisome,2,0.0106951871657754,cloud,accessory
OtherAsp_R08626_Peroxisome_Peroxisome,2,0.0106951871657754,cloud,accessory
OtherAsp_R08648,187,1.0,strict_core,core
OtherAsp_R08958,71,0.37967914438502676,shell,accessory
OtherAsp_R08959,71,0.37967914438502676,shell,accessory
OtherAsp_R08964,187,1.0,strict_core,core
OtherAsp_R09076_Extracellular_Extracellular,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R09410_EXP_1_Extracellular_Extracellular,109,0.5828877005347594,shell,accessory
OtherAsp_R09410_EXP_2,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R09417_EXP_1_Extracellular_Extracellular,109,0.5828877005347594,shell,accessory
OtherAsp_R09417_EXP_2,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R09418,15,0.08021390374331551,shell,accessory
OtherAsp_R09420,71,0.37967914438502676,shell,accessory
OtherAsp_R09423,15,0.08021390374331551,shell,accessory
OtherAsp_R09442,15,0.08021390374331551,shell,accessory
OtherAsp_R09443_EXP_1_Extracellular_Extracellular,109,0.5828877005347594,shell,accessory
OtherAsp_R09443_EXP_2,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R09951_Peroxisome_Peroxisome,2,0.0106951871657754,cloud,accessory
OtherAsp_R10035,3,0.016042780748663103,cloud,accessory
OtherAsp_R10039,3,0.016042780748663103,cloud,accessory
OtherAsp_R10040,3,0.016042780748663103,cloud,accessory
OtherAsp_R10066,2,0.0106951871657754,cloud,accessory
OtherAsp_R10116_EXP_1,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10116_EXP_2_Peroxisome_Peroxisome,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10120_EXP_1,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10120_EXP_2_Peroxisome_Peroxisome,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10239,55,0.29411764705882354,shell,accessory
OtherAsp_R10307,90,0.48128342245989303,shell,accessory
OtherAsp_R10317,187,1.0,strict_core,core
OtherAsp_R10318,187,1.0,strict_core,core
OtherAsp_R10321,187,1.0,strict_core,core
OtherAsp_R10350,2,0.0106951871657754,cloud,accessory
OtherAsp_R10351,2,0.0106951871657754,cloud,accessory
OtherAsp_R10416,24,0.12834224598930483,shell,accessory
OtherAsp_R10445,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10477,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10478,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R10479,187,1.0,strict_core,core
OtherAsp_R10563,71,0.37967914438502676,shell,accessory
OtherAsp_R10588,105,0.5614973262032086,shell,accessory
OtherAsp_R10661,94,0.5026737967914439,shell,accessory
OtherAsp_R10700,3,0.016042780748663103,cloud,accessory
OtherAsp_R10925,15,0.08021390374331551,shell,accessory
OtherAsp_R10991_Peroxisome_Peroxisome,2,0.0106951871657754,cloud,accessory
OtherAsp_R10994,2,0.0106951871657754,cloud,accessory
OtherAsp_R11225_Mitochondrion_Mitochondrion,12,0.06417112299465241,shell,accessory
OtherAsp_R11528,20,0.10695187165775401,shell,accessory
OtherAsp_R11671_EXP_1,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R11671_EXP_2_Peroxisome_Peroxisome,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R11679,112,0.5989304812834224,shell,accessory
OtherAsp_R11723,90,0.48128342245989303,shell,accessory
OtherAsp_R11764,71,0.37967914438502676,shell,accessory
OtherAsp_R11932,136,0.7272727272727273,shell,accessory
OtherAsp_R11957,90,0.48128342245989303,shell,accessory
OtherAsp_R12173,22,0.11764705882352941,shell,accessory
OtherAsp_R12300,90,0.48128342245989303,shell,accessory
OtherAsp_R12300_EXP_2_Peroxisome_Peroxisome,187,1.0,strict_core,core
OtherAsp_R12413,94,0.5026737967914439,shell,accessory
OtherAsp_R12415_EXP_1_Mitochondrion_Mitochondrion,51,0.2727272727272727,shell,accessory
OtherAsp_R12415_EXP_2,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R12417,116,0.6203208556149733,shell,accessory
OtherAsp_R12418,187,1.0,strict_core,core
OtherAsp_R12419,94,0.5026737967914439,shell,accessory
OtherAsp_R12436,94,0.5026737967914439,shell,accessory
OtherAsp_R12828,1,0.0053475935828877,strain_specific,accessory
OtherAsp_R12885,66,0.35294117647058826,shell,accessory
OtherAsp_R12895_Mitochondrion_Mitochondrion,12,0.06417112299465241,shell,accessory
OtherAsp_R13051,3,0.016042780748663103,cloud,accessory
OtherAsp_R13052,3,0.016042780748663103,cloud,accessory
OtherAsp_R13065,3,0.016042780748663103,cloud,accessory
OtherAsp_R13081,3,0.016042780748663103,cloud,accessory
r1,187,1.0,strict_core,core
r100,187,1.0,strict_core,core
r1000,187,1.0,strict_core,core
r1001,187,1.0,strict_core,core
r1002,187,1.0,strict_core,core
r1006,187,1.0,strict_core,core
r1007,187,1.0,strict_core,core
r1008,187,1.0,strict_core,core
r101,187,1.0,strict_core,core
r102,187,1.0,strict_core,core
r1021,187,1.0,strict_core,core
r1024,187,1.0,strict_core,core
r1025,187,1.0,strict_core,core
r1026,187,1.0,strict_core,core
r1027,187,1.0,strict_core,core
r1029,187,1.0,strict_core,core
r103,187,1.0,strict_core,core
r1030,187,1.0,strict_core,core
r1031,187,1.0,strict_core,core
r1032,187,1.0,strict_core,core
r1033,187,1.0,strict_core,core
r1034,187,1.0,strict_core,core
r1035,187,1.0,strict_core,core
r1036,187,1.0,strict_core,core
r1038,187,1.0,strict_core,core
r104,187,1.0,strict_core,core
r1040,187,1.0,strict_core,core
r1042,187,1.0,strict_core,core
r1043,187,1.0,strict_core,core
r1044,187,1.0,strict_core,core
r1045,184,0.983957219251337,softcore,core
r1046,187,1.0,strict_core,core
r1049,187,1.0,strict_core,core
r105,187,1.0,strict_core,core
r1052,187,1.0,strict_core,core
r1055,187,1.0,strict_core,core
r1058,187,1.0,strict_core,core
r106,187,1.0,strict_core,core
r1061,187,1.0,strict_core,core
r1063,187,1.0,strict_core,core
r1064,187,1.0,strict_core,core
r1065,187,1.0,strict_core,core
r1066,187,1.0,strict_core,core
r1068,187,1.0,strict_core,core
r1069,187,1.0,strict_core,core
r107,187,1.0,strict_core,core
r1070,187,1.0,strict_core,core
r1071,186,0.9946524064171123,softcore,core
r1072,186,0.9946524064171123,softcore,core
r1073,187,1.0,strict_core,core
r1074,187,1.0,strict_core,core
r1075,187,1.0,strict_core,core
r1078,187,1.0,strict_core,core
r1079,187,1.0,strict_core,core
r1080,187,1.0,strict_core,core
r1081,187,1.0,strict_core,core
r1082,187,1.0,strict_core,core
r1083,186,0.9946524064171123,softcore,core
r1084,187,1.0,strict_core,core
r1086,187,1.0,strict_core,core
r1088,187,1.0,strict_core,core
r1089,187,1.0,strict_core,core
r1090,187,1.0,strict_core,core
r1091,187,1.0,strict_core,core
r1092,187,1.0,strict_core,core
r1093,169,0.9037433155080213,shell,accessory
r1094,169,0.9037433155080213,shell,accessory
r1097,187,1.0,strict_core,core
r1098,187,1.0,strict_core,core
r1099,187,1.0,strict_core,core
r11,187,1.0,strict_core,core
r110,187,1.0,strict_core,core
r1100,187,1.0,strict_core,core
r1101,187,1.0,strict_core,core
r1102,187,1.0,strict_core,core
r1103,187,1.0,strict_core,core
r1106,187,1.0,strict_core,core
r1108,187,1.0,strict_core,core
r1109,187,1.0,strict_core,core
r1110,187,1.0,strict_core,core
r1111,187,1.0,strict_core,core
r1113,187,1.0,strict_core,core
r1114,187,1.0,strict_core,core
r1115,187,1.0,strict_core,core
r1118,187,1.0,strict_core,core
r1119,187,1.0,strict_core,core
r112,187,1.0,strict_core,core
r1120,187,1.0,strict_core,core
r1121,187,1.0,strict_core,core
r1122,187,1.0,strict_core,core
r1123,187,1.0,strict_core,core
r1124,187,1.0,strict_core,core
r1125,187,1.0,strict_core,core
r1126,187,1.0,strict_core,core
r1127,187,1.0,strict_core,core
r1128,187,1.0,strict_core,core
r1129,187,1.0,strict_core,core
r1130,187,1.0,strict_core,core
r1131,187,1.0,strict_core,core
r1132,187,1.0,strict_core,core
r1133,187,1.0,strict_core,core
r1134,187,1.0,strict_core,core
r1135,187,1.0,strict_core,core
r1136,187,1.0,strict_core,core
r1137,187,1.0,strict_core,core
r1138,187,1.0,strict_core,core
r1139,187,1.0,strict_core,core
r1140,187,1.0,strict_core,core
r1141,187,1.0,strict_core,core
r1142,187,1.0,strict_core,core
r1143,187,1.0,strict_core,core
r1144,187,1.0,strict_core,core
r1148,187,1.0,strict_core,core
r1149,187,1.0,strict_core,core
r115,187,1.0,strict_core,core
r1150,187,1.0,strict_core,core
r1151,187,1.0,strict_core,core
r1152,187,1.0,strict_core,core
r1153,187,1.0,strict_core,core
r1154,187,1.0,strict_core,core
r1155,187,1.0,strict_core,core
r1156,187,1.0,strict_core,core
r1157,187,1.0,strict_core,core
r1158,187,1.0,strict_core,core
r1159,187,1.0,strict_core,core
r1160,187,1.0,strict_core,core
r1161,187,1.0,strict_core,core
r1162,187,1.0,strict_core,core
r1163,187,1.0,strict_core,core
r1164,187,1.0,strict_core,core
r1165,187,1.0,strict_core,core
r1166,187,1.0,strict_core,core
r1167,187,1.0,strict_core,core
r1168,187,1.0,strict_core,core
r1169,187,1.0,strict_core,core
r1170,187,1.0,strict_core,core
r1171,187,1.0,strict_core,core
r1172,187,1.0,strict_core,core
r1173,187,1.0,strict_core,core
r1175,187,1.0,strict_core,core
r1177,187,1.0,strict_core,core
r1178,186,0.9946524064171123,softcore,core
r1179,186,0.9946524064171123,softcore,core
r1181,187,1.0,strict_core,core
r1183,187,1.0,strict_core,core
r1184,187,1.0,strict_core,core
r1187,187,1.0,strict_core,core
r1188,187,1.0,strict_core,core
r1189,187,1.0,strict_core,core
r119,187,1.0,strict_core,core
r1190,187,1.0,strict_core,core
r1192,187,1.0,strict_core,core
r1194,86,0.45989304812834225,shell,accessory
r1195,187,1.0,strict_core,core
r1196,187,1.0,strict_core,core
r1197,187,1.0,strict_core,core
r1199,187,1.0,strict_core,core
r12,187,1.0,strict_core,core
r120,187,1.0,strict_core,core
r1201,86,0.45989304812834225,shell,accessory
r1202,187,1.0,strict_core,core
r1203,187,1.0,strict_core,core
r1204,187,1.0,strict_core,core
r1206,187,1.0,strict_core,core
r1208,86,0.45989304812834225,shell,accessory
r1209,187,1.0,strict_core,core
r121,187,1.0,strict_core,core
r1210,187,1.0,strict_core,core
r1211,187,1.0,strict_core,core
r1213,187,1.0,strict_core,core
r1215,86,0.45989304812834225,shell,accessory
r1216,187,1.0,strict_core,core
r1217,187,1.0,strict_core,core
r1218,187,1.0,strict_core,core
r1220,187,1.0,strict_core,core
r1222,86,0.45989304812834225,shell,accessory
r1223,187,1.0,strict_core,core
r1224,187,1.0,strict_core,core
r1225,187,1.0,strict_core,core
r1227,187,1.0,strict_core,core
r1229,86,0.45989304812834225,shell,accessory
r123,187,1.0,strict_core,core
r1230,187,1.0,strict_core,core
r1231,187,1.0,strict_core,core
r1232,187,1.0,strict_core,core
r1234,187,1.0,strict_core,core
r1236,86,0.45989304812834225,shell,accessory
r1237,187,1.0,strict_core,core
r1238,187,1.0,strict_core,core
r1239,187,1.0,strict_core,core
r124,187,1.0,strict_core,core
r1241,187,1.0,strict_core,core
r1243,86,0.45989304812834225,shell,accessory
r1244,187,1.0,strict_core,core
r1248,187,1.0,strict_core,core
r1250,187,1.0,strict_core,core
r1251,187,1.0,strict_core,core
r1255,187,1.0,strict_core,core
r1257,187,1.0,strict_core,core
r1259,187,1.0,strict_core,core
r1261,187,1.0,strict_core,core
r1263,187,1.0,strict_core,core
r1265,187,1.0,strict_core,core
r1267,187,1.0,strict_core,core
r1269,187,1.0,strict_core,core
r1271,187,1.0,strict_core,core
r1273,187,1.0,strict_core,core
r1275,187,1.0,strict_core,core
r1277,187,1.0,strict_core,core
r1279,187,1.0,strict_core,core
r1281,187,1.0,strict_core,core
r1283,187,1.0,strict_core,core
r1288,187,1.0,strict_core,core
r129,187,1.0,strict_core,core
r1293,187,1.0,strict_core,core
r1298,187,1.0,strict_core,core
r13,187,1.0,strict_core,core
r130,187,1.0,strict_core,core
r1303,187,1.0,strict_core,core
r1308,187,1.0,strict_core,core
r131,187,1.0,strict_core,core
r1313,187,1.0,strict_core,core
r1318,187,1.0,strict_core,core
r132,187,1.0,strict_core,core
r1323,187,1.0,strict_core,core
r1328,187,1.0,strict_core,core
r133,187,1.0,strict_core,core
r1333,187,1.0,strict_core,core
r1338,187,1.0,strict_core,core
r1343,187,1.0,strict_core,core
r1348,187,1.0,strict_core,core
r135,187,1.0,strict_core,core
r1353,187,1.0,strict_core,core
r1355,187,1.0,strict_core,core
r1356,187,1.0,strict_core,core
r1357,186,0.9946524064171123,softcore,core
r1358,187,1.0,strict_core,core
r1359,187,1.0,strict_core,core
r136,187,1.0,strict_core,core
r1361,187,1.0,strict_core,core
r1362,187,1.0,strict_core,core
r1363,186,0.9946524064171123,softcore,core
r1364,187,1.0,strict_core,core
r1365,187,1.0,strict_core,core
r1367,187,1.0,strict_core,core
r1368,187,1.0,strict_core,core
r1369,186,0.9946524064171123,softcore,core
r1370,187,1.0,strict_core,core
r1371,187,1.0,strict_core,core
r1373,187,1.0,strict_core,core
r1374,187,1.0,strict_core,core
r1375,186,0.9946524064171123,softcore,core
r1376,187,1.0,strict_core,core
r1377,187,1.0,strict_core,core
r1379,187,1.0,strict_core,core
r138,187,1.0,strict_core,core
r1380,187,1.0,strict_core,core
r1381,186,0.9946524064171123,softcore,core
r1382,187,1.0,strict_core,core
r1383,187,1.0,strict_core,core
r1385,187,1.0,strict_core,core
r1386,187,1.0,strict_core,core
r1387,186,0.9946524064171123,softcore,core
r1388,187,1.0,strict_core,core
r1389,138,0.7379679144385026,shell,accessory
r139,187,1.0,strict_core,core
r1390,187,1.0,strict_core,core
r1391,187,1.0,strict_core,core
r1392,186,0.9946524064171123,softcore,core
r1393,187,1.0,strict_core,core
r1394,138,0.7379679144385026,shell,accessory
r1395,187,1.0,strict_core,core
r1396,187,1.0,strict_core,core
r1397,186,0.9946524064171123,softcore,core
r1398,187,1.0,strict_core,core
r1399,187,1.0,strict_core,core
r14,187,1.0,strict_core,core
r140,187,1.0,strict_core,core
r1400,187,1.0,strict_core,core
r1404,187,1.0,strict_core,core
r1406,187,1.0,strict_core,core
r1408,187,1.0,strict_core,core
r141,187,1.0,strict_core,core
r1410,187,1.0,strict_core,core
r1412,187,1.0,strict_core,core
r1417,187,1.0,strict_core,core
r142,187,1.0,strict_core,core
r1421,187,1.0,strict_core,core
r1423,187,1.0,strict_core,core
r1425,187,1.0,strict_core,core
r1427,187,1.0,strict_core,core
r1428,186,0.9946524064171123,softcore,core
r1429,187,1.0,strict_core,core
r143,187,1.0,strict_core,core
r1430,187,1.0,strict_core,core
r1433,187,1.0,strict_core,core
r1436,187,1.0,strict_core,core
r1438,187,1.0,strict_core,core
r1441,187,1.0,strict_core,core
r1442,187,1.0,strict_core,core
r1443,187,1.0,strict_core,core
r1446,187,1.0,strict_core,core
r1447,187,1.0,strict_core,core
r1448,187,1.0,strict_core,core
r1450,187,1.0,strict_core,core
r1451,187,1.0,strict_core,core
r1454,187,1.0,strict_core,core
r1455,187,1.0,strict_core,core
r1458,187,1.0,strict_core,core
r1459,187,1.0,strict_core,core
r1460,187,1.0,strict_core,core
r1461,187,1.0,strict_core,core
r1462,187,1.0,strict_core,core
r1464,186,0.9946524064171123,softcore,core
r1465,187,1.0,strict_core,core
r1466,187,1.0,strict_core,core
r1468,187,1.0,strict_core,core
r147,187,1.0,strict_core,core
r1470,187,1.0,strict_core,core
r1471,187,1.0,strict_core,core
r1472,187,1.0,strict_core,core
r1473,187,1.0,strict_core,core
r1475,187,1.0,strict_core,core
r1476,187,1.0,strict_core,core
r1477,187,1.0,strict_core,core
r148,186,0.9946524064171123,softcore,core
r1486,187,1.0,strict_core,core
r1487,187,1.0,strict_core,core
r149,186,0.9946524064171123,softcore,core
r1490,187,1.0,strict_core,core
r1491,187,1.0,strict_core,core
r1494,186,0.9946524064171123,softcore,core
r1495,187,1.0,strict_core,core
r1496,187,1.0,strict_core,core
r1498,187,1.0,strict_core,core
r15,187,1.0,strict_core,core
r150,187,1.0,strict_core,core
r1500,187,1.0,strict_core,core
r1504,187,1.0,strict_core,core
r1506,187,1.0,strict_core,core
r1507,187,1.0,strict_core,core
r1509,187,1.0,strict_core,core
r151,187,1.0,strict_core,core
r1510,187,1.0,strict_core,core
r1512,187,1.0,strict_core,core
r1513,187,1.0,strict_core,core
r1515,187,1.0,strict_core,core
r1517,187,1.0,strict_core,core
r1518,187,1.0,strict_core,core
r1519,187,1.0,strict_core,core
r152,187,1.0,strict_core,core
r1521,187,1.0,strict_core,core
r1523,187,1.0,strict_core,core
r1526,187,1.0,strict_core,core
r1528,187,1.0,strict_core,core
r153,187,1.0,strict_core,core
r1532,187,1.0,strict_core,core
r1533,187,1.0,strict_core,core
r1535,187,1.0,strict_core,core
r1536,187,1.0,strict_core,core
r1540,187,1.0,strict_core,core
r1541,187,1.0,strict_core,core
r1542,187,1.0,strict_core,core
r1546,187,1.0,strict_core,core
r1554,187,1.0,strict_core,core
r1555,186,0.9946524064171123,softcore,core
r1556,186,0.9946524064171123,softcore,core
r1557,187,1.0,strict_core,core
r1558,187,1.0,strict_core,core
r1559,187,1.0,strict_core,core
r1560,187,1.0,strict_core,core
r1561,187,1.0,strict_core,core
r1563,187,1.0,strict_core,core
r1564,187,1.0,strict_core,core
r1565,187,1.0,strict_core,core
r1567,187,1.0,strict_core,core
r1568,187,1.0,strict_core,core
r1569,187,1.0,strict_core,core
r1570,187,1.0,strict_core,core
r1572,187,1.0,strict_core,core
r1574,187,1.0,strict_core,core
r1575,187,1.0,strict_core,core
r1576,187,1.0,strict_core,core
r1577,187,1.0,strict_core,core
r1578,187,1.0,strict_core,core
r1579,187,1.0,strict_core,core
r158,187,1.0,strict_core,core
r1581,187,1.0,strict_core,core
r1582,187,1.0,strict_core,core
r1583,186,0.9946524064171123,softcore,core
r1584,187,1.0,strict_core,core
r1587,187,1.0,strict_core,core
r1588,187,1.0,strict_core,core
r1589,187,1.0,strict_core,core
r159,187,1.0,strict_core,core
r16,187,1.0,strict_core,core
r160,187,1.0,strict_core,core
r1602,187,1.0,strict_core,core
r161,187,1.0,strict_core,core
r1615,187,1.0,strict_core,core
r1616,187,1.0,strict_core,core
r162,187,1.0,strict_core,core
r1629,187,1.0,strict_core,core
r163,185,0.9893048128342246,softcore,core
r164,187,1.0,strict_core,core
r1642,187,1.0,strict_core,core
r1643,187,1.0,strict_core,core
r1644,187,1.0,strict_core,core
r1645,187,1.0,strict_core,core
r1646,187,1.0,strict_core,core
r1647,187,1.0,strict_core,core
r1648,187,1.0,strict_core,core
r1649,187,1.0,strict_core,core
r165,187,1.0,strict_core,core
r1650,187,1.0,strict_core,core
r1651,187,1.0,strict_core,core
r1653,187,1.0,strict_core,core
r1655,187,1.0,strict_core,core
r1657,187,1.0,strict_core,core
r1658,187,1.0,strict_core,core
r166,187,1.0,strict_core,core
r1660,187,1.0,strict_core,core
r1661,187,1.0,strict_core,core
r1662,187,1.0,strict_core,core
r1663,187,1.0,strict_core,core
r1664,187,1.0,strict_core,core
r1667,187,1.0,strict_core,core
r1669,187,1.0,strict_core,core
r167,187,1.0,strict_core,core
r1673,187,1.0,strict_core,core
r1674,187,1.0,strict_core,core
r1675,187,1.0,strict_core,core
r1676,187,1.0,strict_core,core
r1677,187,1.0,strict_core,core
r1678,187,1.0,strict_core,core
r1679,186,0.9946524064171123,softcore,core
r1680,187,1.0,strict_core,core
r1681,187,1.0,strict_core,core
r1682,187,1.0,strict_core,core
r1683,187,1.0,strict_core,core
r1685,187,1.0,strict_core,core
r1686,187,1.0,strict_core,core
r1688,187,1.0,strict_core,core
r1689,187,1.0,strict_core,core
r1690,187,1.0,strict_core,core
r1693,187,1.0,strict_core,core
r1694,187,1.0,strict_core,core
r1695,187,1.0,strict_core,core
r1696,187,1.0,strict_core,core
r1697,187,1.0,strict_core,core
r1698,187,1.0,strict_core,core
r1699,187,1.0,strict_core,core
r17,187,1.0,strict_core,core
r1700,187,1.0,strict_core,core
r1703,187,1.0,strict_core,core
r1704,187,1.0,strict_core,core
r1705,187,1.0,strict_core,core
r1707,187,1.0,strict_core,core
r1708,187,1.0,strict_core,core
r1709,187,1.0,strict_core,core
r171,187,1.0,strict_core,core
r1710,187,1.0,strict_core,core
r1711,187,1.0,strict_core,core
r1713,187,1.0,strict_core,core
r1714,187,1.0,strict_core,core
r1715,187,1.0,strict_core,core
r1716,187,1.0,strict_core,core
r1717,187,1.0,strict_core,core
r1718,186,0.9946524064171123,softcore,core
r1719,187,1.0,strict_core,core
r172,186,0.9946524064171123,softcore,core
r1721,187,1.0,strict_core,core
r1722,187,1.0,strict_core,core
r1723,187,1.0,strict_core,core
r1724,187,1.0,strict_core,core
r1725,187,1.0,strict_core,core
r1727,187,1.0,strict_core,core
r1728,187,1.0,strict_core,core
r1729,187,1.0,strict_core,core
r173,187,1.0,strict_core,core
r1730,187,1.0,strict_core,core
r1731,187,1.0,strict_core,core
r1733,187,1.0,strict_core,core
r1734,187,1.0,strict_core,core
r1736,187,1.0,strict_core,core
r1737,187,1.0,strict_core,core
r1738,187,1.0,strict_core,core
r1739,187,1.0,strict_core,core
r1740,187,1.0,strict_core,core
r1741,187,1.0,strict_core,core
r1742,187,1.0,strict_core,core
r1743,183,0.9786096256684492,softcore,core
r1744,187,1.0,strict_core,core
r1747,187,1.0,strict_core,core
r1748,186,0.9946524064171123,softcore,core
r1749,187,1.0,strict_core,core
r175,187,1.0,strict_core,core
r1751,187,1.0,strict_core,core
r1753,187,1.0,strict_core,core
r1754,187,1.0,strict_core,core
r1755,187,1.0,strict_core,core
r1756,187,1.0,strict_core,core
r1758,187,1.0,strict_core,core
r1759,187,1.0,strict_core,core
r176,187,1.0,strict_core,core
r1760,187,1.0,strict_core,core
r1761,187,1.0,strict_core,core
r1762,187,1.0,strict_core,core
r1763,187,1.0,strict_core,core
r1766,187,1.0,strict_core,core
r1767,187,1.0,strict_core,core
r1768,187,1.0,strict_core,core
r1769,187,1.0,strict_core,core
r177,187,1.0,strict_core,core
r1770,187,1.0,strict_core,core
r1771,187,1.0,strict_core,core
r1772,187,1.0,strict_core,core
r1773,187,1.0,strict_core,core
r1775,187,1.0,strict_core,core
r1776,187,1.0,strict_core,core
r1777,187,1.0,strict_core,core
r1778,187,1.0,strict_core,core
r1779,187,1.0,strict_core,core
r178,187,1.0,strict_core,core
r1780,187,1.0,strict_core,core
r1782,187,1.0,strict_core,core
r1783,187,1.0,strict_core,core
r1784,187,1.0,strict_core,core
r1786,187,1.0,strict_core,core
r1789,187,1.0,strict_core,core
r1790,187,1.0,strict_core,core
r1792,187,1.0,strict_core,core
r1793,187,1.0,strict_core,core
r1794,187,1.0,strict_core,core
r1795,187,1.0,strict_core,core
r1796,187,1.0,strict_core,core
r1797,187,1.0,strict_core,core
r1798,186,0.9946524064171123,softcore,core
r1799,187,1.0,strict_core,core
r18,187,1.0,strict_core,core
r180,187,1.0,strict_core,core
r1800,187,1.0,strict_core,core
r1805,186,0.9946524064171123,softcore,core
r1806,186,0.9946524064171123,softcore,core
r1807,186,0.9946524064171123,softcore,core
r1808,187,1.0,strict_core,core
r1809,187,1.0,strict_core,core
r181,187,1.0,strict_core,core
r1814,86,0.45989304812834225,shell,accessory
r1817,149,0.7967914438502673,shell,accessory
r182,187,1.0,strict_core,core
r1820,187,1.0,strict_core,core
r1824,62,0.3315508021390374,shell,accessory
r1825,152,0.8128342245989305,shell,accessory
r1826,149,0.7967914438502673,shell,accessory
r1827,186,0.9946524064171123,softcore,core
r1828,186,0.9946524064171123,softcore,core
r1829,151,0.8074866310160428,shell,accessory
r183,187,1.0,strict_core,core
r1831,151,0.8074866310160428,shell,accessory
r1833,187,1.0,strict_core,core
r1834,187,1.0,strict_core,core
r1835,152,0.8128342245989305,shell,accessory
r1837,152,0.8128342245989305,shell,accessory
r1839,187,1.0,strict_core,core
r184,187,1.0,strict_core,core
r1844,187,1.0,strict_core,core
r1849,187,1.0,strict_core,core
r185,187,1.0,strict_core,core
r1854,187,1.0,strict_core,core
r1859,187,1.0,strict_core,core
r186,187,1.0,strict_core,core
r1860,187,1.0,strict_core,core
r1864,187,1.0,strict_core,core
r1867,187,1.0,strict_core,core
r1869,187,1.0,strict_core,core
r187,187,1.0,strict_core,core
r1870,187,1.0,strict_core,core
r1871,50,0.26737967914438504,shell,accessory
r1872,50,0.26737967914438504,shell,accessory
r1873,187,1.0,strict_core,core
r1877,187,1.0,strict_core,core
r188,187,1.0,strict_core,core
r1883,187,1.0,strict_core,core
r1884,187,1.0,strict_core,core
r1885,187,1.0,strict_core,core
r1886,187,1.0,strict_core,core
r1887,187,1.0,strict_core,core
r1888,187,1.0,strict_core,core
r1889,187,1.0,strict_core,core
r189,187,1.0,strict_core,core
r1890,187,1.0,strict_core,core
r1891,187,1.0,strict_core,core
r1892,187,1.0,strict_core,core
r1893,187,1.0,strict_core,core
r1894,187,1.0,strict_core,core
r1895,187,1.0,strict_core,core
r1896,187,1.0,strict_core,core
r1897,187,1.0,strict_core,core
r1898,187,1.0,strict_core,core
r1899,187,1.0,strict_core,core
r1900,187,1.0,strict_core,core
r1901,187,1.0,strict_core,core
r1902,187,1.0,strict_core,core
r1903,187,1.0,strict_core,core
r191,187,1.0,strict_core,core
r1910,187,1.0,strict_core,core
r1917,187,1.0,strict_core,core
r192,187,1.0,strict_core,core
r1924,187,1.0,strict_core,core
r193,187,1.0,strict_core,core
r1931,187,1.0,strict_core,core
r1938,187,1.0,strict_core,core
r194,187,1.0,strict_core,core
r1941,187,1.0,strict_core,core
r1943,187,1.0,strict_core,core
r1944,187,1.0,strict_core,core
r1945,187,1.0,strict_core,core
r1946,187,1.0,strict_core,core
r1947,187,1.0,strict_core,core
r1948,187,1.0,strict_core,core
r1949,187,1.0,strict_core,core
r195,187,1.0,strict_core,core
r1950,187,1.0,strict_core,core
r1951,187,1.0,strict_core,core
r1952,187,1.0,strict_core,core
r1953,187,1.0,strict_core,core
r1954,187,1.0,strict_core,core
r1955,187,1.0,strict_core,core
r1956,187,1.0,strict_core,core
r1957,187,1.0,strict_core,core
r1958,187,1.0,strict_core,core
r1959,187,1.0,strict_core,core
r1960,187,1.0,strict_core,core
r1961,187,1.0,strict_core,core
r1962,187,1.0,strict_core,core
r1963,187,1.0,strict_core,core
r1964,187,1.0,strict_core,core
r1965,187,1.0,strict_core,core
